1,-26.8755135468971,-0.0752686530190391,-20.8663811370969,-32.6139090115113
1.1,-26.5130427203622,-0.0807725340783248,-20.4508095361027,-31.5913633945806
1.2,-26.2793932777301,-0.0853740667762571,-20.1446233574596,-30.665816008102
1.3,-26.1684629532962,-0.0889552796380086,-19.9353763648696,-29.824406637274
1.4,-26.1782007347369,-0.0914646498270312,-19.8126855416685,-29.0582835416891
1.5,-26.3103600162318,-0.0929183018538973,-19.7672395889216,-28.3610027848851
1.6,-26.5706839964734,-0.093397345280577,-19.7899439005673,-27.7273866750131
1.7,-26.969569473172,-0.0930415485559667,-19.8711153734004,-27.1527110680063
1.8,-27.5233881140914,-0.0920397338479078,-19.9997012994677,-26.6321624115742
1.9,-28.2568610979093,-0.0906174537422136,-20.1625700439051,-26.1605318064014
2,-29.2073104460216,-0.0890226678861743,-20.344021932052,-25.7321120908623
2.1,-30.4325514268692,-0.0875102659201202,-20.5257894558434,-25.3407501816852
2.2,-32.0264307498682,-0.0863263702795707,-20.687881068301,-24.9799930214884
2.3,-34.1515058798902,-0.0856933874213889,-20.8105510203139,-24.6432577344188
2.4,-37.1080376537595,-0.0857967535787611,-20.8773155369631,-24.3239514288267
2.5,-41.3675251188909,-0.0867742541606756,-20.8783197326822,-24.015443524831
2.6,-44.9813257270029,-0.0887087580934514,-20.8128886425667,-23.7106861835968
2.7,-41.0327051768948,-0.0916255730381935,-20.6904238442729,-23.4007936938779
2.8,-36.6583324867042,-0.0954991313306433,-20.5307597517146,-23.0691654142979
2.9,-33.6774169502675,-0.100323594302191,-20.3767223956858,-22.6507439167384
3,-23.6905672305306,-0.141736323695744,-17.4670585258808,-19.5732809442964
3.1,-28.9144589379838,-0.111289311858846,-19.7991756831941,-22.5434395451478
3.2,-27.6232383882213,-0.117455946508263,-19.680367733811,-22.0902368760377
3.3,-26.4966941020339,-0.123684692098087,-19.5757905385524,-21.7107828336564
3.4,-25.5534397640491,-0.129728194525401,-19.5175506243611,-21.3399745952921
3.5,-24.7711986249168,-0.135363775810512,-19.5187025629102,-20.9662590037824
3.6,-24.1296035070823,-0.140396554224539,-19.5881239614877,-20.5883080715182
3.7,-23.6133081918607,-0.144674666059129,-19.7332685189298,-20.2091226324445
3.8,-23.2113934181912,-0.148105060024667,-19.9613390926641,-19.8346545266978
3.9,-22.9165151804538,-0.150669680376159,-20.2801016488936,-19.473252642537
4,-22.724238425479,-0.152442327704615,-20.6986352726583,-19.1351372656419
